vehicle_id,timestamp,station_id,station_type,cycle_time,queue_length,throughput,torque,temperature,vibration,part_quality,operator_variation,sensor_coverage,inspection_result,defect
V00275,2026-01-05 13:18:09.280819,S19,Paint,100.42,4.4,35.25,,,,0.908,0.021,MANUAL,,False
V00275,2026-01-05 13:19:49.702895,S20,Paint,77.16,2.98,45.98,99.96,60.26,0.457,0.983,-0.011,HIGH,PASS,False
V00275,2026-01-05 13:21:06.860905,S21,Final Assembly,69.38,3.56,52.48,,,,0.911,0.027,MANUAL,,False
V00275,2026-01-05 13:22:16.238130,S22,Final Assembly,67.32,1.44,50.07,101.29,24.01,0.46,0.961,-0.045,HIGH,FAIL,True
V00275,2026-01-05 13:23:23.554108,S23,Final Assembly,72.88,1.85,50.57,,,,1.0,0.053,MANUAL,,False
V00275,2026-01-05 13:24:36.434634,S24,Final Assembly,74.13,3.07,46.23,,24.77,,0.835,0.027,PARTIAL,,False
V00275,2026-01-05 13:25:50.563323,S25,Final Assembly,71.32,1.69,55.84,,,,0.923,0.283,MANUAL,,False
V00275,2026-01-05 13:27:01.881905,S26,Final Assembly,69.94,4.42,54.15,,,,0.973,0.028,MANUAL,,False
V00275,2026-01-05 13:28:11.820032,S27,Final Assembly,73.81,3.09,48.91,100.9,,0.656,1.0,-0.017,PARTIAL,,False
V00275,2026-01-05 13:29:25.630642,S28,Final Assembly,76.76,2.54,48.28,,,,0.958,-0.035,MANUAL,,False
V00275,2026-01-05 13:30:42.385702,S29,Final Assembly,71.98,2.02,47.37,,,,0.985,0.12,MANUAL,,False
V00275,2026-01-05 13:31:54.367568,S30,Final Assembly,68.73,3.17,54.22,103.55,25.36,0.558,0.91,-0.024,HIGH,PASS,False
V00276,2026-01-05 12:54:00.000000,S01,Body Construction,70.31,1.85,49.69,109.42,25.91,0.382,0.903,-0.026,HIGH,,False
V00276,2026-01-05 12:55:10.310288,S02,Body Construction,81.42,2.71,46.82,100.85,24.8,0.636,0.943,-0.002,HIGH,,False
V00276,2026-01-05 12:56:31.727970,S03,Body Construction,81.55,1.93,46.29,103.12,25.69,0.493,1.0,0.01,HIGH,,False
V00276,2026-01-05 12:57:53.274176,S04,Body Construction,84.69,3.25,46.73,105.04,23.69,,0.959,0.032,PARTIAL,,False
V00276,2026-01-05 12:59:17.960900,S05,Body Construction,69.56,1.49,51.92,94.42,23.05,0.464,0.902,0.009,HIGH,,False
V00276,2026-01-05 13:00:27.517677,S06,Body Construction,67.8,1.13,51.27,103.89,25.75,0.434,0.962,-0.004,HIGH,,False
V00276,2026-01-05 13:01:35.313407,S07,Body Construction,82.99,2.22,46.17,103.31,,0.656,0.957,-0.05,PARTIAL,,False
V00276,2026-01-05 13:02:58.298984,S08,Body Construction,96.86,6.92,32.57,100.44,,,0.909,0.052,PARTIAL,,False
V00276,2026-01-05 13:04:35.161424,S09,Body Construction,89.49,2.09,42.67,99.54,24.06,0.584,0.881,0.001,HIGH,,False
V00276,2026-01-05 13:06:04.655440,S10,Body Construction,68.6,2.54,49.49,102.64,20.9,0.56,0.954,0.003,HIGH,PASS,False
V00276,2026-01-05 13:07:13.253769,S11,Paint,92.57,2.85,39.38,100.43,60.66,0.398,0.929,-0.017,HIGH,,False
V00276,2026-01-05 13:08:45.821284,S12,Paint,88.0,2.65,37.46,,61.18,0.473,0.969,0.049,PARTIAL,,False
V00276,2026-01-05 13:10:13.817371,S13,Paint,92.19,2.37,35.56,102.21,,,0.928,0.044,PARTIAL,,False
V00276,2026-01-05 13:11:46.002892,S14,Paint,104.79,3.44,36.01,,,,0.915,0.149,MANUAL,,False
V00276,2026-01-05 13:13:30.787988,S15,Paint,81.25,2.43,40.22,101.93,61.69,0.641,0.886,-0.002,HIGH,,False
V00276,2026-01-05 13:14:52.041379,S16,Paint,95.83,2.42,41.65,,,0.607,0.915,0.05,PARTIAL,,False
V00276,2026-01-05 13:16:27.870878,S17,Paint,95.96,2.4,39.75,97.9,60.64,0.454,0.949,0.008,HIGH,,False
V00276,2026-01-05 13:18:03.833317,S18,Paint,102.94,3.77,36.25,97.87,61.29,,0.943,0.055,PARTIAL,,False
V00276,2026-01-05 13:19:46.769262,S19,Paint,101.33,4.39,35.07,,,,0.919,-0.174,MANUAL,,False
V00276,2026-01-05 13:21:28.100143,S20,Paint,82.48,2.94,45.28,,60.24,0.542,0.934,0.001,HIGH,PASS,False
V00276,2026-01-05 13:22:50.582382,S21,Final Assembly,69.47,2.71,54.02,,,,0.96,-0.082,MANUAL,,False
V00276,2026-01-05 13:24:00.055079,S22,Final Assembly,60.47,1.11,47.85,102.02,24.94,0.552,0.972,0.034,HIGH,FAIL,True
V00276,2026-01-05 13:25:00.521217,S23,Final Assembly,78.29,3.81,51.69,,,,0.996,0.01,MANUAL,,False
V00276,2026-01-05 13:26:18.812793,S24,Final Assembly,69.3,1.54,45.67,,22.96,,0.906,-0.082,PARTIAL,,False
V00276,2026-01-05 13:27:28.117464,S25,Final Assembly,59.86,3.23,55.93,,,,1.0,-0.026,MANUAL,,False
V00276,2026-01-05 13:28:27.981653,S26,Final Assembly,69.53,1.79,50.48,,,,0.913,0.008,MANUAL,,False
V00276,2026-01-05 13:29:37.514007,S27,Final Assembly,75.01,3.18,48.18,103.51,,0.5,0.889,0.071,PARTIAL,,False
V00276,2026-01-05 13:30:52.520848,S28,Final Assembly,75.53,3.36,50.39,,,,0.897,0.144,MANUAL,,False
V00276,2026-01-05 13:32:08.052300,S29,Final Assembly,77.12,1.87,49.44,,,,0.916,-0.068,MANUAL,,False
V00276,2026-01-05 13:33:25.168902,S30,Final Assembly,69.07,3.13,54.91,97.88,23.73,0.493,0.878,-0.05,HIGH,PASS,False
V00277,2026-01-05 12:55:30.000000,S01,Body Construction,77.62,2.46,48.43,105.1,24.66,0.447,0.979,-0.003,HIGH,,False
V00277,2026-01-05 12:56:47.622329,S02,Body Construction,74.91,2.77,47.13,101.94,20.85,0.716,0.951,-0.009,HIGH,,False
V00277,2026-01-05 12:58:02.532848,S03,Body Construction,85.47,1.23,44.32,95.26,23.21,0.471,0.871,-0.021,HIGH,,False
V00277,2026-01-05 12:59:27.999491,S04,Body Construction,84.24,3.09,43.96,100.08,25.41,,0.95,-0.045,PARTIAL,,False
V00277,2026-01-05 13:00:52.239289,S05,Body Construction,69.77,2.19,47.64,104.39,23.23,0.318,0.903,-0.021,HIGH,,False
V00277,2026-01-05 13:02:02.007678,S06,Body Construction,77.83,4.11,49.55,94.42,25.24,0.572,0.977,-0.016,HIGH,,False
V00277,2026-01-05 13:03:19.833679,S07,Body Construction,83.44,2.14,46.36,92.56,,0.393,0.948,-0.042,PARTIAL,,False
V00277,2026-01-05 13:04:43.273218,S08,Body Construction,90.0,6.29,31.93,98.85,,,0.991,0.061,PARTIAL,,False
V00277,2026-01-05 13:06:13.274173,S09,Body Construction,74.31,3.47,43.05,101.14,25.76,0.41,0.973,0.031,HIGH,,False
V00277,2026-01-05 13:07:27.581643,S10,Body Construction,72.1,1.06,50.01,102.62,23.9,0.463,0.909,-0.003,HIGH,PASS,False
V00277,2026-01-05 13:08:39.679414,S11,Paint,85.24,3.57,36.56,100.21,61.21,0.389,0.941,0.023,HIGH,,False
V00277,2026-01-05 13:10:04.923425,S12,Paint,88.48,1.66,37.14,,60.11,0.456,0.894,0.065,PARTIAL,,False
V00277,2026-01-05 13:11:33.404748,S13,Paint,95.7,3.25,36.09,98.92,,,0.942,0.058,PARTIAL,,False
V00277,2026-01-05 13:13:09.100593,S14,Paint,107.98,2.1,35.35,,,,0.921,-0.029,MANUAL,,False
V00277,2026-01-05 13:14:57.078437,S15,Paint,97.81,1.44,42.14,95.86,58.29,0.492,0.9,0.032,HIGH,,False
V00277,2026-01-05 13:16:34.883759,S16,Paint,81.0,1.91,39.05,,,0.562,0.839,-0.016,PARTIAL,,False
V00277,2026-01-05 13:17:55.885361,S17,Paint,92.8,3.13,38.77,101.78,62.32,0.57,0.869,0.025,HIGH,,False
V00277,2026-01-05 13:19:28.686908,S18,Paint,96.05,2.53,35.49,99.53,60.88,,0.913,-0.031,PARTIAL,,False
V00277,2026-01-05 13:21:04.734665,S19,Paint,97.46,1.77,34.49,,,,0.919,-0.125,MANUAL,,False
V00277,2026-01-05 13:22:42.198868,S20,Paint,88.72,4.19,42.46,100.16,60.26,0.492,0.968,-0.019,HIGH,PASS,False
V00277,2026-01-05 13:24:10.921946,S21,Final Assembly,63.29,2.97,51.84,,,,0.942,0.121,MANUAL,,False
V00277,2026-01-05 13:25:14.216497,S22,Final Assembly,67.95,2.46,52.36,99.85,25.76,0.384,1.0,-0.01,HIGH,PASS,False
V00277,2026-01-05 13:26:22.161721,S23,Final Assembly,68.89,2.33,47.97,,,,0.942,0.095,MANUAL,,False
V00277,2026-01-05 13:27:31.052496,S24,Final Assembly,72.44,2.14,45.26,,23.42,,0.901,0.044,PARTIAL,,False
V00277,2026-01-05 13:28:43.493108,S25,Final Assembly,62.62,3.48,54.74,,,,0.985,0.033,MANUAL,,False
V00277,2026-01-05 13:29:46.115871,S26,Final Assembly,70.45,4.19,53.27,,,,0.884,-0.009,MANUAL,,False
V00277,2026-01-05 13:30:56.563337,S27,Final Assembly,77.32,1.37,48.09,100.35,,0.512,0.95,0.0,PARTIAL,,False
V00277,2026-01-05 13:32:13.884844,S28,Final Assembly,67.42,2.6,47.06,,,,0.879,0.055,MANUAL,,False
V00277,2026-01-05 13:33:21.309337,S29,Final Assembly,76.32,2.75,47.03,,,,0.912,-0.264,MANUAL,,False
V00277,2026-01-05 13:34:37.631056,S30,Final Assembly,59.14,3.34,54.41,100.78,23.68,0.502,0.987,0.026,HIGH,PASS,False
V00278,2026-01-05 12:57:00.000000,S01,Body Construction,70.31,2.06,52.67,97.58,22.94,0.471,0.939,-0.03,HIGH,,False
V00278,2026-01-05 12:58:10.312317,S02,Body Construction,79.87,1.4,49.07,99.41,20.51,0.455,0.927,-0.001,HIGH,,False
V00278,2026-01-05 12:59:30.185160,S03,Body Construction,81.42,1.63,46.28,99.37,25.13,0.526,0.958,-0.011,HIGH,,False
V00278,2026-01-05 13:00:51.601385,S04,Body Construction,80.84,1.76,45.54,98.39,23.86,,0.935,-0.013,PARTIAL,,False
V00278,2026-01-05 13:02:12.445795,S05,Body Construction,64.09,1.1,50.77,99.28,24.42,0.656,0.969,-0.001,HIGH,,False
V00278,2026-01-05 13:03:16.536109,S06,Body Construction,72.0,2.51,51.55,102.62,25.45,0.518,0.934,0.019,HIGH,,False
V00278,2026-01-05 13:04:28.540986,S07,Body Construction,73.09,4.39,47.59,101.56,,0.432,0.862,-0.02,PARTIAL,,False
V00278,2026-01-05 13:05:41.631158,S08,Body Construction,99.92,6.47,33.24,94.75,,,0.938,0.023,PARTIAL,,False
V00278,2026-01-05 13:07:21.548594,S09,Body Construction,78.79,2.66,42.52,93.34,22.29,0.668,0.919,0.043,HIGH,,False
V00278,2026-01-05 13:08:40.334504,S10,Body Construction,69.69,3.94,51.53,98.23,22.8,0.566,0.973,0.056,HIGH,PASS,False
V00278,2026-01-05 13:09:50.023263,S11,Paint,91.31,3.54,39.47,103.31,,0.39,0.973,0.029,HIGH,,False
V00278,2026-01-05 13:11:21.334116,S12,Paint,95.48,3.25,37.34,,58.7,0.378,0.942,0.046,PARTIAL,,False
V00278,2026-01-05 13:12:56.816181,S13,Paint,101.75,3.97,37.29,96.32,,,0.925,-0.131,PARTIAL,,False
V00278,2026-01-05 13:14:38.563852,S14,Paint,99.3,4.28,35.17,,,,0.936,-0.067,MANUAL,,False
V00278,2026-01-05 13:16:17.867237,S15,Paint,83.66,4.33,41.48,104.97,,0.333,0.947,-0.002,HIGH,,False
V00278,2026-01-05 13:17:41.523664,S16,Paint,80.39,3.03,39.93,,,0.509,0.914,-0.02,PARTIAL,,False
V00278,2026-01-05 13:19:01.909470,S17,Paint,86.19,2.95,39.45,99.9,58.03,0.415,0.9,0.025,HIGH,,False
V00278,2026-01-05 13:20:28.099398,S18,Paint,101.67,3.25,36.73,105.48,57.51,,0.924,0.056,PARTIAL,,False
V00278,2026-01-05 13:22:09.770357,S19,Paint,103.85,1.97,35.14,,,,0.903,-0.025,MANUAL,,False
V00278,2026-01-05 13:23:53.621922,S20,Paint,85.56,3.54,41.56,96.41,58.54,0.613,0.991,0.006,HIGH,PASS,False
V00278,2026-01-05 13:25:19.183593,S21,Final Assembly,66.08,3.48,46.77,,,,0.834,-0.226,MANUAL,,False
V00278,2026-01-05 13:26:25.262137,S22,Final Assembly,67.18,2.37,52.53,96.95,23.63,0.469,0.988,0.032,HIGH,PASS,False
V00278,2026-01-05 13:27:32.443875,S23,Final Assembly,72.47,1.01,49.57,,,,0.914,0.005,MANUAL,,False
V00278,2026-01-05 13:28:44.914292,S24,Final Assembly,84.24,2.36,46.63,,26.08,,0.912,-0.12,PARTIAL,,False
V00278,2026-01-05 13:30:09.151061,S25,Final Assembly,67.39,3.07,55.53,,,,0.996,-0.028,MANUAL,,False
V00278,2026-01-05 13:31:16.536567,S26,Final Assembly,62.39,3.37,53.18,,,,0.988,0.008,MANUAL,,False
V00278,2026-01-05 13:32:18.922902,S27,Final Assembly,75.32,3.22,48.91,100.76,,0.494,0.855,0.047,PARTIAL,,False
V00278,2026-01-05 13:33:34.239248,S28,Final Assembly,64.09,2.61,51.41,,,,0.972,-0.079,MANUAL,,False
V00278,2026-01-05 13:34:38.328755,S29,Final Assembly,78.93,1.82,46.36,,,,0.924,0.032,MANUAL,,False
V00278,2026-01-05 13:35:57.260039,S30,Final Assembly,69.58,2.48,55.55,100.14,24.24,0.419,0.917,0.064,HIGH,FAIL,True
V00279,2026-01-05 12:58:30.000000,S01,Body Construction,73.97,0.0,49.97,103.81,25.3,0.438,0.864,-0.013,HIGH,,False
V00279,2026-01-05 12:59:43.971192,S02,Body Construction,72.88,2.09,46.94,98.34,25.41,0.565,0.937,-0.002,HIGH,,False
V00279,2026-01-05 13:00:56.855416,S03,Body Construction,81.78,1.56,46.72,91.79,24.74,0.393,0.9,-0.031,HIGH,,False
V00279,2026-01-05 13:02:18.630736,S04,Body Construction,84.93,1.36,45.73,102.97,25.92,,0.935,-0.137,PARTIAL,,False
V00279,2026-01-05 13:03:43.565472,S05,Body Construction,67.78,0.95,52.83,103.1,26.74,0.416,0.882,-0.016,HIGH,,False
V00279,2026-01-05 13:04:51.348736,S06,Body Construction,74.67,2.76,50.49,101.79,23.38,0.791,0.973,-0.06,HIGH,,False
V00279,2026-01-05 13:06:06.022349,S07,Body Construction,73.78,1.4,50.38,91.57,,0.213,0.916,0.049,PARTIAL,,False
V00279,2026-01-05 13:07:19.801161,S08,Body Construction,94.78,8.24,33.59,101.77,,,0.952,0.029,PARTIAL,,False
V00279,2026-01-05 13:08:54.576365,S09,Body Construction,78.52,1.45,42.17,105.93,22.4,0.544,0.968,0.036,HIGH,,False
V00279,2026-01-05 13:10:13.095102,S10,Body Construction,72.68,2.73,48.76,102.05,23.01,0.414,0.959,0.012,HIGH,PASS,False
V00279,2026-01-05 13:11:25.770884,S11,Paint,93.96,2.83,41.63,102.79,59.6,0.553,0.91,-0.063,HIGH,,False
V00279,2026-01-05 13:12:59.729678,S12,Paint,103.28,2.33,38.09,,60.62,0.567,0.97,0.047,PARTIAL,,False
V00279,2026-01-05 13:14:43.014129,S13,Paint,98.49,3.18,38.82,94.35,,,0.917,0.145,PARTIAL,,False
V00279,2026-01-05 13:16:21.502566,S14,Paint,94.01,3.06,35.98,,,,0.916,0.042,MANUAL,,False
V00279,2026-01-05 13:17:55.512020,S15,Paint,82.03,3.59,43.75,101.26,59.87,0.505,0.948,0.01,HIGH,,False
V00279,2026-01-05 13:19:17.537108,S16,Paint,90.28,1.82,38.95,,,0.465,0.905,0.108,PARTIAL,,False
V00279,2026-01-05 13:20:47.813380,S17,Paint,99.71,1.73,37.7,97.31,58.45,0.432,0.947,-0.004,HIGH,,False
V00279,2026-01-05 13:22:27.522967,S18,Paint,89.38,3.08,37.26,97.13,61.18,,0.884,0.004,PARTIAL,,False
V00279,2026-01-05 13:23:56.898223,S19,Paint,105.02,3.48,37.02,,,,0.897,-0.033,MANUAL,,False
V00279,2026-01-05 13:25:41.913254,S20,Paint,82.48,3.41,42.33,102.05,58.22,0.56,0.908,0.006,HIGH,PASS,False
V00279,2026-01-05 13:27:04.396965,S21,Final Assembly,64.75,1.95,52.99,,,,1.0,0.035,MANUAL,,False
V00279,2026-01-05 13:28:09.151920,S22,Final Assembly,70.84,3.71,51.17,95.76,21.25,0.622,0.942,-0.006,HIGH,PASS,False
V00279,2026-01-05 13:29:19.993475,S23,Final Assembly,75.36,3.01,47.51,,,,0.899,-0.13,MANUAL,,False
V00279,2026-01-05 13:30:35.354599,S24,Final Assembly,82.48,1.73,45.35,,25.05,,0.912,-0.011,PARTIAL,,False
V00279,2026-01-05 13:31:57.830326,S25,Final Assembly,70.42,0.86,53.03,,,,0.956,0.011,MANUAL,,False
V00279,2026-01-05 13:33:08.255000,S26,Final Assembly,74.03,1.8,52.17,,,,0.914,0.035,MANUAL,,False
V00279,2026-01-05 13:34:22.283406,S27,Final Assembly,72.15,2.49,50.3,94.78,,0.575,0.97,-0.07,PARTIAL,,False
V00279,2026-01-05 13:35:34.429125,S28,Final Assembly,71.78,2.44,49.17,,,,0.942,-0.022,MANUAL,,False
V00279,2026-01-05 13:36:46.209725,S29,Final Assembly,73.85,0.57,47.98,,,,0.934,-0.074,MANUAL,,False
V00279,2026-01-05 13:38:00.061380,S30,Final Assembly,60.34,1.71,53.79,101.38,,0.348,0.964,0.004,HIGH,PASS,False
V00280,2026-01-05 13:00:00.000000,S01,Body Construction,75.25,0.66,49.61,101.45,22.89,0.301,0.912,-0.044,HIGH,,False
V00280,2026-01-05 13:01:15.253680,S02,Body Construction,72.08,2.2,48.53,,23.72,0.487,0.962,0.024,HIGH,,False
V00280,2026-01-05 13:02:27.329432,S03,Body Construction,83.2,2.19,45.23,99.98,22.99,0.416,0.95,0.022,HIGH,,False
V00280,2026-01-05 13:03:50.527987,S04,Body Construction,82.01,2.51,43.55,100.47,23.06,,0.92,-0.011,PARTIAL,,False
V00280,2026-01-05 13:05:12.535812,S05,Body Construction,70.37,2.66,48.03,98.76,24.59,0.456,0.933,0.018,HIGH,,False
V00280,2026-01-05 13:06:22.906125,S06,Body Construction,79.8,1.66,51.26,99.39,23.27,0.621,0.987,-0.001,HIGH,,False
V00280,2026-01-05 13:07:42.708481,S07,Body Construction,81.02,2.28,47.27,97.08,,0.447,0.97,0.015,PARTIAL,,False
V00280,2026-01-05 13:09:03.725836,S08,Body Construction,96.01,8.02,31.61,106.86,,,0.939,-0.076,PARTIAL,,False
V00280,2026-01-05 13:10:39.736816,S09,Body Construction,79.9,3.14,41.61,97.73,25.38,0.55,0.898,0.004,HIGH,,False
V00280,2026-01-05 13:11:59.640349,S10,Body Construction,68.7,2.07,49.89,102.85,24.67,0.586,0.95,0.027,HIGH,PASS,False
V00280,2026-01-05 13:13:08.339013,S11,Paint,91.62,3.35,38.23,99.51,59.45,0.468,0.961,-0.004,HIGH,,False
V00280,2026-01-05 13:14:39.963438,S12,Paint,96.97,2.91,37.51,,61.51,0.557,0.909,0.036,PARTIAL,,False
V00280,2026-01-05 13:16:16.928879,S13,Paint,94.3,2.39,37.35,103.03,,,0.923,-0.066,PARTIAL,,False
V00280,2026-01-05 13:17:51.226631,S14,Paint,100.4,2.97,36.4,,,,0.948,0.042,MANUAL,,False
V00280,2026-01-05 13:19:31.628181,S15,Paint,86.93,4.53,43.2,100.84,58.83,0.423,0.931,-0.004,HIGH,,False
V00280,2026-01-05 13:20:58.561122,S16,Paint,90.41,4.32,40.34,,,0.564,0.928,0.058,PARTIAL,,False
V00280,2026-01-05 13:22:28.968728,S17,Paint,96.41,3.69,38.76,101.43,58.78,0.454,0.954,0.016,HIGH,,False
V00280,2026-01-05 13:24:05.374752,S18,Paint,93.01,4.1,36.01,99.46,60.23,,0.863,-0.037,PARTIAL,,False
V00280,2026-01-05 13:25:38.380397,S19,Paint,105.12,3.15,34.19,,,,0.858,0.149,MANUAL,,False
V00280,2026-01-05 13:27:23.496171,S20,Paint,84.13,3.79,41.86,96.21,59.01,0.648,0.965,0.036,HIGH,PASS,False
V00280,2026-01-05 13:28:47.622741,S21,Final Assembly,69.02,3.26,54.39,,,,0.918,-0.139,MANUAL,,False
V00280,2026-01-05 13:29:56.647599,S22,Final Assembly,66.95,2.67,51.88,105.2,23.52,0.493,0.94,0.054,HIGH,PASS,False
V00280,2026-01-05 13:31:03.593961,S23,Final Assembly,69.14,2.81,48.77,,,,0.869,-0.06,MANUAL,,False
V00280,2026-01-05 13:32:12.735712,S24,Final Assembly,74.74,1.49,46.49,,22.34,,0.922,-0.023,PARTIAL,,False
V00280,2026-01-05 13:33:27.471371,S25,Final Assembly,69.21,2.06,52.78,,,,0.89,-0.02,MANUAL,,False
V00280,2026-01-05 13:34:36.683398,S26,Final Assembly,63.66,3.26,52.84,,,,0.93,0.084,MANUAL,,False
V00280,2026-01-05 13:35:40.339945,S27,Final Assembly,72.87,3.0,49.93,98.1,,0.538,0.961,-0.05,PARTIAL,,False
V00280,2026-01-05 13:36:53.205587,S28,Final Assembly,68.1,2.12,47.7,,,,0.891,-0.117,MANUAL,,False
V00280,2026-01-05 13:38:01.302458,S29,Final Assembly,71.32,1.72,47.48,,,,0.95,0.053,MANUAL,,False
V00280,2026-01-05 13:39:12.621461,S30,Final Assembly,64.27,2.47,53.42,99.73,23.34,0.474,0.954,0.007,HIGH,PASS,False
V00281,2026-01-05 13:01:30.000000,S01,Body Construction,71.91,2.65,48.33,100.23,24.64,0.562,0.934,0.031,HIGH,,False
V00281,2026-01-05 13:02:41.914362,S02,Body Construction,79.13,1.76,47.67,103.11,,0.607,0.868,0.013,HIGH,,False
V00281,2026-01-05 13:04:01.042968,S03,Body Construction,81.04,1.84,46.36,94.44,22.73,0.434,0.971,0.037,HIGH,,False
V00281,2026-01-05 13:05:22.085182,S04,Body Construction,81.53,2.14,46.41,97.06,25.09,,0.891,0.052,PARTIAL,,False
V00281,2026-01-05 13:06:43.614040,S05,Body Construction,75.69,1.6,51.37,100.76,25.12,0.645,0.881,-0.04,HIGH,,False
V00281,2026-01-05 13:07:59.303042,S06,Body Construction,65.93,1.58,47.45,100.84,23.51,0.536,0.897,0.0,HIGH,,False
V00281,2026-01-05 13:09:05.235562,S07,Body Construction,78.94,4.48,47.91,96.98,,0.55,0.926,0.053,PARTIAL,,False
V00281,2026-01-05 13:10:24.177437,S08,Body Construction,96.01,7.4,33.23,102.1,,,1.0,0.008,PARTIAL,,False
V00281,2026-01-05 13:12:00.186775,S09,Body Construction,83.12,3.01,40.65,102.0,24.71,0.385,0.953,0.039,HIGH,,False
V00281,2026-01-05 13:13:23.310309,S10,Body Construction,67.3,2.18,48.99,102.06,24.18,0.407,0.899,-0.06,HIGH,PASS,False
V00281,2026-01-05 13:14:30.612517,S11,Paint,82.52,2.32,39.3,96.57,60.48,0.533,0.94,-0.075,HIGH,,False
V00281,2026-01-05 13:15:53.135567,S12,Paint,90.36,4.02,41.19,,59.0,0.625,0.924,-0.015,PARTIAL,,False
V00281,2026-01-05 13:17:23.497072,S13,Paint,103.69,0.53,37.03,96.96,,,1.0,0.013,PARTIAL,,False
V00281,2026-01-05 13:19:07.183408,S14,Paint,109.75,1.73,35.87,,,,0.921,0.105,MANUAL,,False
V00281,2026-01-05 13:20:56.930772,S15,Paint,85.98,3.15,42.37,101.61,58.67,0.596,0.912,0.008,HIGH,,False
V00281,2026-01-05 13:22:22.915475,S16,Paint,93.08,2.14,39.46,,,0.498,0.987,0.02,PARTIAL,,False
V00281,2026-01-05 13:23:55.990632,S17,Paint,89.82,2.45,40.55,101.89,60.16,0.456,0.829,0.003,HIGH,,False
V00281,2026-01-05 13:25:25.811880,S18,Paint,89.76,2.71,35.71,96.95,60.08,,0.943,-0.088,PARTIAL,,False
V00281,2026-01-05 13:26:55.567892,S19,Paint,90.91,1.97,36.74,,,,0.913,-0.008,MANUAL,,False
V00281,2026-01-05 13:28:26.478456,S20,Paint,85.83,2.45,41.37,98.74,57.86,0.41,0.924,-0.017,HIGH,PASS,False
V00281,2026-01-05 13:29:52.308178,S21,Final Assembly,64.82,3.95,53.02,,,,0.93,0.197,MANUAL,,False
V00281,2026-01-05 13:30:57.130710,S22,Final Assembly,74.82,1.19,51.15,105.13,23.05,0.729,0.935,-0.025,HIGH,PASS,False
V00281,2026-01-05 13:32:11.949898,S23,Final Assembly,73.47,2.67,46.98,,,,0.931,0.184,MANUAL,,False
V00281,2026-01-05 13:33:25.421997,S24,Final Assembly,72.73,1.09,46.23,,24.49,,0.873,0.049,PARTIAL,,False
V00281,2026-01-05 13:34:38.148686,S25,Final Assembly,70.46,4.57,52.8,,,,0.844,0.053,MANUAL,,False
V00281,2026-01-05 13:35:48.612937,S26,Final Assembly,67.99,2.98,50.94,,,,0.929,-0.089,MANUAL,,False
V00281,2026-01-05 13:36:56.606909,S27,Final Assembly,75.64,2.38,52.17,105.08,,0.436,0.943,-0.029,PARTIAL,,False
V00281,2026-01-05 13:38:12.249998,S28,Final Assembly,70.08,3.57,46.76,,,,0.896,0.113,MANUAL,,False
V00281,2026-01-05 13:39:22.327587,S29,Final Assembly,70.95,3.28,46.73,,,,0.951,0.015,MANUAL,,False
V00281,2026-01-05 13:40:33.280684,S30,Final Assembly,63.36,2.87,54.01,98.06,22.45,0.464,0.866,-0.018,HIGH,PASS,False
V00282,2026-01-05 13:03:00.000000,S01,Body Construction,68.41,1.24,49.89,93.85,23.51,0.687,0.863,0.02,HIGH,,False
V00282,2026-01-05 13:04:08.406943,S02,Body Construction,77.5,3.65,47.75,100.11,23.93,0.568,0.908,0.09,HIGH,,False
V00282,2026-01-05 13:05:25.904129,S03,Body Construction,82.98,1.83,45.2,99.73,24.75,0.528,0.988,-0.029,HIGH,,False
V00282,2026-01-05 13:06:48.882362,S04,Body Construction,81.76,1.21,43.26,100.35,23.22,,0.988,0.043,PARTIAL,,False
V00282,2026-01-05 13:08:10.645415,S05,Body Construction,65.19,3.15,50.76,100.28,22.97,0.625,0.962,0.089,HIGH,,False
V00282,2026-01-05 13:09:15.836207,S06,Body Construction,74.31,1.89,52.28,94.97,23.84,0.623,1.0,-0.02,HIGH,,False
V00282,2026-01-05 13:10:30.145230,S07,Body Construction,81.27,3.11,49.24,102.52,,0.677,0.887,-0.058,PARTIAL,,False
V00282,2026-01-05 13:11:51.418219,S08,Body Construction,95.87,6.74,33.38,98.05,,,0.951,-0.078,PARTIAL,,False
V00282,2026-01-05 13:13:27.292022,S09,Body Construction,85.14,2.52,39.65,98.82,25.62,0.57,0.901,0.015,HIGH,,False
V00282,2026-01-05 13:14:52.432770,S10,Body Construction,72.07,0.52,50.52,106.44,26.39,0.492,0.948,0.004,HIGH,PASS,False
V00282,2026-01-05 13:16:04.499015,S11,Paint,81.72,2.72,39.21,104.12,59.32,0.426,0.948,-0.009,HIGH,,False
V00282,2026-01-05 13:17:26.219500,S12,Paint,87.12,2.26,40.76,,57.88,0.618,0.961,0.053,PARTIAL,,False
V00282,2026-01-05 13:18:53.342608,S13,Paint,87.7,3.03,36.2,91.79,,,0.961,-0.036,PARTIAL,,False
V00282,2026-01-05 13:20:21.040625,S14,Paint,100.06,3.96,35.72,,,,0.945,0.065,MANUAL,,False
V00282,2026-01-05 13:22:01.099631,S15,Paint,84.01,2.9,41.81,105.39,59.85,0.597,0.972,0.013,HIGH,,False
V00282,2026-01-05 13:23:25.110275,S16,Paint,94.16,3.44,40.51,,,0.55,0.903,0.049,PARTIAL,,False
V00282,2026-01-05 13:24:59.273672,S17,Paint,94.4,4.66,37.56,101.56,60.35,0.573,0.946,0.015,HIGH,,False
